1  42:0.048534 81:0.048534 276:0.048534 288:0.121856 290:0.048534 331:0.048534 333:0.048534 447:0.048534 539:0.048534 623:0.048534 657:0.048534 701:0.048534 778:0.099230 824:0.048534 1053:0.048534 1094:0.090820 1133:0.118730 1226:0.048534 1246:0.048534 1269:0.099230 1291:0.048534 1313:0.048534 1497:0.048534 1651:0.048534 1812:0.099230 1822:0.090820 1823:0.048534 1863:0.048534 2403:0.048534 2450:0.048534 2520:0.048534 2666:0.048534 2712:0.048534 2731:0.048534 2749:0.048534 2782:0.076967 2793:0.048534 2837:0.076967 2948:0.048534 3078:0.048534 3110:0.076967 3142:0.048534 3197:0.048534 3380:0.048534 3407:0.076967 3465:0.076967 3471:0.076967 3622:0.048534 3838:0.090820 3845:0.048534 3885:0.048534 3993:0.048534 3994:0.048534 4071:0.048534 4119:0.048534 4144:0.048534 4224:0.048534 4290:0.099230 4421:0.048534 4541:0.048534 4728:0.076967 4948:0.048534 5126:0.108965 5191:0.090820 5274:0.048534 5337:0.048534 5428:0.048534 5469:0.048534 5664:0.048534 5740:0.048534 5869:0.048534 6043:0.048534 6044:0.048534 6074:0.048534 6143:0.099230 6211:0.048534 6212:0.048534 6306:0.048534 6359:0.048534 6398:0.108965 6470:0.099230 6482:0.048534 6505:0.048534 6684:0.099230 6687:0.048534 6755:0.076967 6816:0.076967 6830:0.076967 6956:0.048534 7287:0.048534 7374:0.076967 7823:0.048534 7921:0.048534 7989:0.048534 8187:0.048534 8215:0.090820 8470:0.048534 8614:0.076967 8803:0.076967 8815:0.048534 9039:0.048534 9201:0.048534 9338:0.048534 9348:0.076967 9446:0.048534 9466:0.090820 9498:0.048534 9757:0.048534 9859:0.048534 9881:0.048534 9993:0.048534 10003:0.048534 10049:0.048534 10091:0.048534 10164:0.048534 10500:0.104900 10514:0.048534 10617:0.048534 10749:0.048534 10932:0.048534 10960:0.076967 10970:0.048534 11004:0.076967 11040:0.048534 11085:0.048534 11122:0.090820 11248:0.048534 11268:0.076967 11367:0.048534 11439:0.048534 11685:0.048534 11729:0.048534 11829:0.048534 11874:0.048534 11995:0.048534 12134:0.048534 12223:0.048534 12315:0.048534 12324:0.076967 12662:0.048534 12702:0.048534 12825:0.090820 12980:0.048534 13162:0.048534 13380:0.048534 13388:0.076967 14171:0.048534 14268:0.048534 14451:0.048534 14535:0.048534 14609:0.048534 14821:0.090820 14969:0.090820 15218:0.048534 15236:0.076967 15372:0.048534 15517:0.048534 15684:0.076967 15820:0.121856 15878:0.048534 15928:0.048534 15937:0.048534 15959:0.076967 16013:0.048534 16183:0.048534 16227:0.076967 16357:0.048534 16377:0.048534 16426:0.048534 16432:0.048534 16496:0.076967 16709:0.048534 16722:0.099230 16776:0.048534 16846:0.048534 17235:0.048534 17500:0.090820 17538:0.048534 17557:0.120399 17649:0.048534 17705:0.048534 17837:0.048534 17874:0.099230 17881:0.048534 17892:0.048534 17927:0.048534 18069:0.048534 18127:0.048534 18154:0.104900 18238:0.090820 18270:0.099230 18324:0.048534 18347:0.048534 18453:0.076967 18474:0.048534 18560:0.048534 18792:0.048534 18873:0.076967 18899:0.048534 18962:0.048534 18999:0.048534 19181:0.048534 19238:0.076967 19338:0.048534 19341:0.048534 19434:0.048534 19737:0.076967 19780:0.048534 19787:0.076967 19919:0.048534 20001:0.048534 20017:0.048534 20079:0.048534 20177:0.048534 20197:0.048534 20251:0.048534 20304:0.048534 20409:0.048534 20649:0.048534 20663:0.048534 20709:0.048534 20740:0.048534 21282:0.048534 21333:0.048534 21543:0.048534 21800:0.099230 21825:0.048534 21893:0.048534 21967:0.099230 21975:0.048534 21982:0.048534 22180:0.076967 22248:0.048534 22263:0.104900 22312:0.048534 22313:0.048534 22428:0.048534 22497:0.076967 22589:0.076967 22594:0.048534 22641:0.076967 22655:0.076967 22747:0.048534 22838:0.048534 22993:0.048534 23044:0.048534 23068:0.048534 23129:0.048534 23240:0.048534 23512:0.048534 23586:0.048534 23597:0.048534 23670:0.048534 23688:0.048534 23728:0.048534 23740:0.048534 24197:0.048534 24247:0.048534 24403:0.048534 24553:0.048534 24573:0.048534 24601:0.048534 24878:0.048534 24922:0.048534 25066:0.048534
1  59:0.129279 288:0.198722 535:0.244270 581:0.129279 1094:0.129279 1133:0.253138 2373:0.129279 2577:0.129279 3994:0.129279 4622:0.228578 5300:0.129279 5705:0.129279 6070:0.129279 6470:0.129279 6816:0.129279 7691:0.129279 8215:0.129279 9270:0.129279 9288:0.129279 10932:0.129279 11289:0.129279 13123:0.198722 13508:0.129279 14029:0.129279 15541:0.129279 15986:0.129279 16111:0.198722 16722:0.129279 16829:0.198722 17500:0.129279 17538:0.129279 17557:0.129279 17705:0.198722 17833:0.228578 17874:0.129279 17881:0.129279 17924:0.129279 20677:0.198722 20949:0.129279 24156:0.129279 24213:0.129279 25182:0.129279
1  288:0.151285 333:0.119319 556:0.076087 657:0.076087 698:0.076087 739:0.076087 771:0.076087 1133:0.119319 1208:0.076087 1269:0.076087 2186:0.076087 2355:0.076087 2731:0.076087 2778:0.076087 3084:0.076087 3315:0.119319 3693:0.076087 3994:0.076087 4105:0.076087 4471:0.076087 4562:0.076087 4728:0.167589 4948:0.076087 4983:0.076087 5191:0.139532 5252:0.139532 5813:0.076087 6043:0.076087 6103:0.076087 6452:0.139532 6470:0.076087 6505:0.076087 6684:0.076087 6816:0.151285 6817:0.076087 7151:0.076087 7617:0.076087 7621:0.076087 7691:0.076087 8802:0.076087 8803:0.076087 9000:0.173315 9131:0.076087 9270:0.076087 9348:0.076087 9368:0.076087 9446:0.076087 9555:0.076087 9773:0.076087 9905:0.119319 10091:0.076087 10116:0.076087 10531:0.076087 10583:0.151285 10843:0.076087 10993:0.076087 11009:0.076087 11089:0.076087 11367:0.151285 11568:0.076087 11946:0.076087 12134:0.076087 12825:0.076087 13296:0.163982 13551:0.076087 15959:0.163982 15986:0.076087 16059:0.076087 16978:0.076087 17104:0.076087 17236:0.076087 17287:0.076087 17351:0.076087 17538:0.158844 17874:0.076087 18082:0.076087 18458:0.151285 18560:0.163982 18835:0.076087 18873:0.076087 19186:0.076087 19272:0.076087 19553:0.076087 19662:0.119319 20298:0.076087 20400:0.076087 20609:0.119319 20649:0.076087 20663:0.076087 20682:0.119319 20972:0.076087 21129:0.076087 21543:0.119319 21611:0.076087 22156:0.119319 22306:0.076087 22594:0.151285 22641:0.076087 22655:0.076087 22745:0.076087 22993:0.119319 23194:0.076087 23597:0.076087 24197:0.076087 24403:0.076087 24517:0.076087 24569:0.076087 24602:0.076087 24794:0.076087 24878:0.076087 25172:0.076087
1  288:0.232358 535:0.232358 1133:0.232358 2779:0.232358 4860:0.131608 5126:0.131608 5284:0.131608 5502:0.202144 5935:0.131608 7014:0.248164 7330:0.131608 9009:0.202144 9822:0.131608 10531:0.202144 10875:0.131608 12731:0.131608 13109:0.202144 13225:0.131608 14106:0.131608 14172:0.131608 15399:0.131608 15991:0.131608 16829:0.202144 17433:0.131608 17515:0.202144 17538:0.131608 17946:0.131608 18185:0.131608 18256:0.131608 18560:0.131608 18628:0.131608 19025:0.131608 20949:0.131608 23448:0.248164 23512:0.131608 23910:0.131608
1  288:0.179216 739:0.091205 771:0.142359 1133:0.179216 1375:0.091205 1449:0.091205 1497:0.091205 1825:0.091205 2373:0.091205 3398:0.091205 3851:0.091205 4007:0.091205 4161:0.091205 4290:0.091205 4858:0.091205 5191:0.187613 5337:0.091205 5490:0.091205 5503:0.091205 5813:0.091205 6398:0.179216 6470:0.091205 6787:0.091205 6805:0.091205 6849:0.091205 7689:0.091205 7858:0.165840 8002:0.091205 8215:0.165840 8442:0.091205 8994:0.187613 9131:0.091205 9341:0.091205 9348:0.091205 9466:0.091205 9611:0.091205 10136:0.091205 10438:0.091205 10469:0.091205 10617:0.091205 11237:0.091205 12702:0.091205 12785:0.091205 12980:0.091205 13202:0.179216 13354:0.165840 13380:0.091205 13744:0.091205 14451:0.091205 14870:0.091205 14964:0.091205 15007:0.199462 15190:0.091205 15536:0.091205 15820:0.142359 15878:0.091205 16432:0.091205 17399:0.091205 17451:0.091205 17837:0.091205 17874:0.091205 17946:0.091205 18458:0.091205 19368:0.142359 19550:0.091205 19742:0.179216 19767:0.091205 20177:0.091205 20949:0.091205 21763:0.091205 21967:0.091205 22641:0.091205 22655:0.142359 22765:0.091205 22945:0.091205 22975:0.091205 23125:0.091205 23378:0.091205 23512:0.091205 23740:0.091205 24569:0.091205 24878:0.091205 25182:0.091205
1  288:0.241823 290:0.127858 1133:0.196613 1269:0.196613 2187:0.196613 2665:0.226223 3247:0.226223 5491:0.226223 5813:0.127858 6523:0.127858 6658:0.241823 7277:0.196613 8215:0.127858 8442:0.127858 10513:0.127858 10932:0.127858 11095:0.127858 11619:0.226223 12986:0.127858 15852:0.127858 17874:0.196613 18268:0.127858 18409:0.196613 18560:0.127858 19687:0.241823 20033:0.127858 20682:0.196613 20949:0.127858 21967:0.127858 21968:0.127858 22993:0.127858 24403:0.127858 24569:0.196613 25148:0.127858
1  521:0.189011 535:0.189011 1133:0.232744 1822:0.122824 3079:0.122824 3484:0.122824 3808:0.122824 4290:0.122824 4528:0.122824 5126:0.189011 5261:0.122824 5538:0.122824 6379:0.189011 7758:0.189011 7816:0.122824 8515:0.217611 8777:0.122824 9422:0.189011 9972:0.122824 10254:0.122824 10539:0.217611 10875:0.122824 13296:0.217611 13301:0.122824 13354:0.122824 14300:0.241377 14773:0.122824 14995:0.189011 15386:0.189011 15399:0.189011 15642:0.122824 16481:0.122824 16745:0.189011 18584:0.189011 19857:0.122824 23194:0.189011 23448:0.122824 24922:0.122824
1  288:0.191913 535:0.257536 1133:0.191913 1730:0.191913 2513:0.221437 4540:0.221437 4983:0.124384 5191:0.221437 6378:0.221437 6886:0.124384 11306:0.124384 12733:0.124384 13210:0.124384 13339:0.191913 14089:0.124384 15380:0.221437 15399:0.191913 15820:0.124384 16409:0.221437 16993:0.124384 17515:0.124384 18284:0.191913 18391:0.124384 18425:0.191913 19777:0.124384 20232:0.124384 20472:0.256956 22178:0.191913 22594:0.191913 23448:0.237298
1  288:0.190684 1053:0.098142 1133:0.190684 1703:0.098142 1822:0.098142 1877:0.098142 3518:0.098142 3676:0.098142 4414:0.098142 4541:0.098142 4728:0.152507 4956:0.098142 4983:0.098142 5191:0.152507 6359:0.098142 6378:0.177015 6601:0.152507 6678:0.098142 6684:0.098142 7612:0.098142 8476:0.098142 8506:0.098142 8803:0.098142 9000:0.204391 9577:0.098142 9905:0.177015 10062:0.098142 10583:0.152507 10585:0.098142 10875:0.098142 11004:0.098142 11366:0.098142 11367:0.152507 13296:0.152507 13329:0.098142 13354:0.098142 14533:0.098142 14964:0.098142 15118:0.098142 15726:0.098142 15820:0.177015 15959:0.098142 16745:0.152507 16829:0.098142 17104:0.098142 17817:0.152507 18327:0.098142 18458:0.152507 18560:0.177015 18739:0.098142 18873:0.098142 19027:0.098142 20091:0.152507 20407:0.098142 21295:0.098142 21543:0.098142 21950:0.098142 22156:0.098142 22306:0.098142 22358:0.098142 22594:0.190684 22732:0.098142 22908:0.098142 22993:0.098142 24138:0.098142 24273:0.098142 24553:0.098142 24602:0.098142 25010:0.098142
1  78:0.121963 290:0.231732 574:0.121963 657:0.121963 1133:0.231732 1269:0.187880 1730:0.121963 2205:0.121963 2731:0.121963 3328:0.121963 3676:0.231732 3817:0.121963 5126:0.240497 5260:0.121963 5413:0.121963 6687:0.121963 6816:0.121963 7411:0.216497 7758:0.121963 9270:0.121963 11863:0.121963 13380:0.121963 14280:0.121963 14564:0.121963 14964:0.121963 15820:0.187880 15908:0.187880 16829:0.121963 17439:0.121963 17874:0.187880 18154:0.121963 18238:0.187880 18628:0.187880 20522:0.187880 22001:0.187880 22655:0.187880 22993:0.121963 23342:0.121963 24536:0.121963 24569:0.121963 25152:0.121963 25162:0.121963
